id,created_date,modified_date,is_deleted,mark,name,user_id,car_detail_id,image_id,car_brand_id,car_model_id,pinned,order
3304497,2023-02-05 19:49:11.178451+00,2023-02-05 19:49:11.178496+00,f,Chevrolet,Matiz Best,1859271,2881416,13901974,12,126,f,1
3304398,2023-02-05 19:20:16.471473+00,2023-02-05 19:20:16.471523+00,f,Chevrolet,Nexia 3,1857822,2881344,,12,129,f,1
3304095,2023-02-05 18:16:13.117118+00,2023-02-05 18:16:13.117153+00,f,УАЗ,UAZ23632130,1858020,2881136,,91,,f,1
3304680,2023-02-05 22:05:36.100572+00,2023-02-05 22:05:36.100602+00,f,Chevrolet,Gentra,1859372,2881540,,12,120,f,2
3304469,2023-02-05 19:39:41.562834+00,2023-02-05 19:39:41.562886+00,f,ГАЗ,Газ,636054,2881393,13900650,82,,f,1
3304923,2023-02-06 02:34:08.685982+00,2023-02-06 02:34:08.686011+00,f,Chevrolet,Gentra,1743896,2881712,,12,120,f,2
3303921,2023-02-05 17:43:56.793212+00,2023-02-05 17:43:56.793258+00,f,Chevrolet,Malibu 2,39533,2881018,,12,124,f,2
3305044,2023-02-06 02:59:52.905179+00,2023-02-06 02:59:52.90521+00,f,Chevrolet,Gentra,75034,2881789,,12,120,f,1
3304909,2023-02-06 02:29:14.101992+00,2023-02-06 02:29:14.102101+00,f,Chevrolet,Gentra,1858345,2881703,,12,120,f,1
3305185,2023-02-06 03:23:31.071722+00,2023-02-06 03:23:31.071776+00,f,ВАЗ (Lada),2111,1859610,2881889,,80,494,f,1
3304453,2023-02-05 19:35:03.336942+00,2023-02-05 19:35:03.336997+00,f,Chevrolet,Nexia 3,1147707,2881381,,12,129,f,1
3835129,2023-03-19 12:01:31.199064+00,2023-03-19 12:01:31.199108+00,f,Chevrolet,Tracker,2069147,2881421,,12,137,f,1
3304246,2023-02-05 18:45:29.319511+00,2023-02-05 18:45:29.319563+00,f,Chevrolet,Matiz,1105654,2881248,,12,125,f,1
3579375,2023-02-25 06:18:07.04484+00,2023-02-25 06:18:07.0449+00,f,Chevrolet,Captiva,1957490,2881536,,12,108,f,1
3309960,2023-02-06 10:28:25.997333+00,2023-02-06 10:28:25.997391+00,f,Chevrolet,Captiva,1862303,2881536,,12,108,f,1
3308913,2023-02-06 09:24:33.029753+00,2023-02-06 09:24:33.029804+00,f,Chevrolet,Captiva,1234533,2881536,,12,108,f,4
3304675,2023-02-05 21:59:30.79095+00,2023-02-05 21:59:30.791064+00,f,Chevrolet,Captiva,1271421,2881536,13901002,12,108,f,6
3304842,2023-02-06 02:00:07.308488+00,2023-02-06 02:00:07.308576+00,f,Chevrolet,Spark,1859474,2881280,,12,133,f,1
3304296,2023-02-05 18:55:29.100316+00,2023-02-05 18:55:29.100346+00,f,Chevrolet,Spark,1856159,2881280,,12,133,f,1
3313383,2023-02-06 14:20:03.121334+00,2023-02-06 14:20:03.121383+00,f,Chevrolet,Cobalt,990121,2881365,,12,111,f,8
3307300,2023-02-06 07:37:57.852983+00,2023-02-06 14:18:41.817165+00,t,Chevrolet,Cobalt,990121,2881365,,12,111,f,1
3304422,2023-02-05 19:27:39.285832+00,2023-02-06 07:36:04.259643+00,t,Chevrolet,Cobalt,990121,2881365,,12,111,f,1
3304694,2023-02-05 22:33:39.993306+00,2023-02-05 22:33:39.993337+00,f,Chevrolet,Spark,1632544,2881552,,12,133,f,1
3417482,2023-02-11 17:40:33.161057+00,2023-02-11 17:40:33.161169+00,f,Chevrolet,Cobalt,1859142,2881210,14373148,12,111,f,1
3304190,2023-02-05 18:33:59.236628+00,2023-02-11 17:04:23.172079+00,t,Chevrolet,Cobalt,1859142,2881210,13900147,12,111,f,1
3552580,2023-02-22 18:03:52.638296+00,2023-02-22 18:03:52.638368+00,f,Chevrolet,Gentra,1347607,2881241,,12,120,f,1
3304235,2023-02-05 18:41:55.739427+00,2023-02-05 18:41:55.739479+00,f,Chevrolet,Gentra,1859163,2881241,13900185,12,120,f,1
3305199,2023-02-06 03:25:14.21772+00,2023-02-06 03:25:14.217783+00,f,ВАЗ (Lada),2107,1195044,2881899,,80,486,f,1
4002135,2023-04-02 08:57:43.287818+00,2023-04-02 08:57:43.287851+00,f,Chevrolet,Epica,1802280,2881402,18945855,12,115,f,1
3304108,2023-02-05 18:19:55.145727+00,2023-02-05 18:19:55.145772+00,f,Chevrolet,Cobalt,565545,2881148,13900139,12,111,f,1
3304001,2023-02-05 17:58:20.294769+00,2023-02-05 17:58:20.294821+00,f,Chevrolet,Nexia 2,1859042,2881063,,12,128,f,1
3879682,2023-03-23 16:10:15.774875+00,2023-03-23 16:10:15.774959+00,f,Chevrolet,Nexia 2,2087674,2881489,,12,128,f,2
3307576,2023-02-06 07:54:33.821605+00,2023-03-07 19:59:58.810906+00,t,Chevrolet,Nexia 2,1632164,2881489,,12,128,f,1
3304603,2023-02-05 20:39:20.359376+00,2023-02-05 20:39:20.359401+00,f,Chevrolet,Nexia 2,1859330,2881489,,12,128,f,12
3304314,2023-02-05 19:00:43.253661+00,2023-02-05 19:00:43.253709+00,f,Chevrolet,Nexia 2,1840455,2881295,13900342,12,128,f,1
3684890,2023-03-06 07:27:30.476627+00,2023-03-06 07:27:30.476691+00,f,Chevrolet,Cobalt,2003688,2881575,,12,111,f,1
3501156,2023-02-18 13:22:15.321273+00,2023-02-18 13:22:15.321335+00,f,Chevrolet,Cobalt,1176046,2881575,,12,111,f,1
3304716,2023-02-05 23:16:05.681778+00,2023-02-16 18:19:57.506097+00,t,Chevrolet,Cobalt,1065246,2881575,,12,111,f,1
3304399,2023-02-05 19:20:16.584885+00,2023-02-05 19:20:16.584936+00,f,ВАЗ (Lada),2106,1067252,2881345,14358217,80,485,f,3
3303946,2023-02-05 17:48:38.591983+00,2023-02-05 17:48:38.592024+00,f,Chevrolet,Cobalt,942849,2881033,,12,111,f,1
3304553,2023-02-05 20:14:28.133719+00,2023-02-05 20:14:28.133758+00,f,Chevrolet,Nexia 3,187215,2881457,,12,129,f,1
3304748,2023-02-06 00:33:43.331989+00,2023-02-06 00:33:43.332017+00,f,Daewoo,Damas,326120,2881602,,16,154,f,2
3304308,2023-02-05 18:59:16.341154+00,2023-02-05 18:59:16.341184+00,f,Chevrolet,Tracker,1859201,2881289,,12,137,f,1
3737592,2023-03-10 16:14:51.617097+00,2023-03-10 16:14:51.617144+00,f,Chevrolet,Spark,1616880,2881866,,12,133,f,1
3305158,2023-02-06 03:19:39.892491+00,2023-02-06 03:19:39.892536+00,f,Chevrolet,Spark,1672519,2881866,,12,133,f,1
3304928,2023-02-06 02:35:42.201991+00,2023-02-06 02:35:42.202035+00,f,Chevrolet,Matiz,792068,2881714,,12,125,f,1
3304858,2023-02-06 02:06:53.822649+00,2023-02-06 02:06:53.822695+00,f,Daewoo,Nexia II,1664844,2881668,13901291,16,168,f,1
3678602,2023-03-05 15:11:55.784212+00,2023-03-05 15:11:55.784258+00,f,Chevrolet,Cobalt,2000878,2881384,15940214,12,111,f,1
3304457,2023-02-05 19:36:37.812717+00,2023-02-05 19:36:37.812744+00,f,Chevrolet,Cobalt,1505927,2881384,,12,111,f,1
3729024,2023-03-10 04:54:01.988273+00,2023-03-10 04:54:01.988433+00,f,Chevrolet,Gentra,1020704,2881504,16385802,12,120,f,1
3304624,2023-02-05 20:58:17.507249+00,2023-02-05 20:58:17.507276+00,f,Chevrolet,Gentra,1859345,2881504,,12,120,f,1
205692,2021-10-04 07:44:12.275297+00,2021-12-06 08:27:52.00656+00,t,Chevrolet,Damas,13219,372038,,12,114,f,1
3305050,2023-02-06 03:00:55.196259+00,2023-02-06 03:00:55.196289+00,f,Chevrolet,Lacetti,1286205,2881793,,12,119,f,1
3304135,2023-02-05 18:24:43.171171+00,2023-02-05 18:24:43.171241+00,f,Chevrolet,Spark,478633,2881166,,12,133,f,1
3305284,2023-02-06 03:38:06.574867+00,2023-02-06 03:38:06.57504+00,f,Chevrolet,Nexia 2,1785977,2881977,,12,128,f,1
3305074,2023-02-06 03:06:21.988666+00,2023-02-06 03:06:21.988711+00,f,Chevrolet,Lacetti,1858909,2881809,,12,119,f,1
3303911,2023-02-05 17:43:16.320423+00,2023-02-05 17:43:16.320466+00,f,Chevrolet,Spark,1859007,2881013,,12,133,f,1
3304090,2023-02-05 18:14:55.177534+00,2023-02-05 18:14:55.177578+00,f,Chevrolet,Gentra,1180194,2881128,,12,120,f,1
3304277,2023-02-05 18:50:50.227494+00,2023-02-05 18:50:50.227523+00,f,ВАЗ (Lada),2111,1858503,2881266,,80,494,f,1
3305077,2023-02-06 03:06:40.897099+00,2023-02-06 03:06:40.897138+00,f,Chevrolet,Lacetti,1859579,2881811,13901532,12,119,f,1
4018344,2023-04-03 13:39:06.155948+00,2023-04-03 13:39:06.156017+00,f,Chevrolet,Captiva,1623052,2881453,19008334,12,108,f,1
3304539,2023-02-05 20:07:17.2395+00,2023-02-05 20:07:17.239526+00,f,Chevrolet,Captiva,1319656,2881453,,12,108,f,7
3305266,2023-02-06 03:34:57.332574+00,2023-02-14 02:11:09.312177+00,t,Chevrolet,Gentra,28385,2881952,,12,120,f,1
3304407,2023-02-05 19:22:55.922862+00,2023-02-05 19:22:55.922911+00,f,Chevrolet,Cobalt,1057470,2881350,,12,111,f,1
3304912,2023-02-06 02:30:27.46415+00,2023-02-06 02:30:27.464196+00,f,Chevrolet,Damas,1859256,2881706,13901362,12,114,f,1
3304139,2023-02-05 18:25:04.634361+00,2023-02-05 18:25:04.634391+00,f,Chevrolet,Spark,1859134,2881169,,12,133,f,1
3304739,2023-02-06 00:23:35.429274+00,2023-02-10 09:37:49.196547+00,t,Daewoo,Damas,1385118,2881597,,16,154,f,1
3304856,2023-02-06 02:05:22.722196+00,2023-02-06 02:05:22.722238+00,f,Daewoo,Damas,370847,2881597,,16,154,f,1
3304317,2023-02-05 19:01:34.113927+00,2023-02-05 19:01:34.113961+00,f,Chevrolet,Cobalt,1859198,2881294,13900341,12,111,f,1
3304070,2023-02-05 18:11:44.186497+00,2023-03-08 07:00:56.881187+00,t,MAN,самосвал,19665,2881114,,111,,f,4
3304776,2023-02-06 01:06:12.854294+00,2023-02-06 01:06:12.854336+00,f,Chevrolet,Cobalt,1214404,2881621,13901155,12,111,f,1
3767584,2023-03-13 11:13:13.580773+00,2023-03-13 11:13:13.580825+00,f,Chevrolet,Cobalt,2039623,2881123,,12,111,f,1
3304082,2023-02-05 18:14:00.809193+00,2023-02-05 18:14:00.809239+00,f,Chevrolet,Cobalt,724780,2881123,,12,111,f,4
3304431,2023-02-05 19:29:13.592357+00,2023-02-05 19:29:13.5924+00,f,Chevrolet,Lacetti,503517,2881371,13900627,12,119,f,1
3986108,2023-03-31 23:44:28.722489+00,2023-03-31 23:44:28.722521+00,f,Chevrolet,Gentra,1512703,2881894,18816387,12,120,f,2
3305193,2023-02-06 03:24:47.976127+00,2023-03-26 09:56:42.200933+00,t,Chevrolet,Gentra,1026429,2881894,,12,120,f,4
3865743,2023-03-22 12:15:21.844736+00,2023-03-22 12:15:21.844801+00,f,Chevrolet,Gentra,206880,2881894,,12,120,f,1
3634754,2023-03-01 17:29:51.298015+00,2023-03-17 14:13:29.83182+00,t,Chevrolet,Gentra,62749,2881894,,12,120,f,1
3366699,2023-02-08 07:52:46.925432+00,2023-03-04 11:18:22.219161+00,t,Chevrolet,Gentra,9515,2881894,,12,120,f,15
3879486,2023-03-23 15:53:24.625977+00,2023-03-23 15:59:05.938158+00,t,Chevrolet,Cobalt,439419,2881100,,12,111,f,1
3304051,2023-02-05 18:07:06.720911+00,2023-02-05 18:07:06.720974+00,f,Chevrolet,Cobalt,1698862,2881100,,12,111,f,1
3304639,2023-02-05 21:10:17.414315+00,2023-02-05 21:10:17.414342+00,f,BYD,Song Pro EV,1859349,2881511,13900957,5,67,f,1
3304019,2023-02-05 18:02:02.22232+00,2023-03-29 19:25:34.698624+00,t,Chevrolet,Gentra,37303,2881077,,12,120,f,1
3304303,2023-02-05 18:57:36.563441+00,2023-02-05 18:57:36.563493+00,f,Chevrolet,Matiz,1259824,2881286,,12,125,f,1
3812977,2023-03-17 09:23:51.436294+00,2023-03-17 09:23:51.436341+00,f,Chevrolet,Cobalt,1364132,3243268,17159844,12,111,f,1
3304943,2023-02-06 02:37:46.995364+00,2023-02-06 02:37:46.995418+00,f,Chevrolet,Gentra,1859528,2881724,,12,120,f,1
3304713,2023-02-05 23:10:49.427868+00,2023-02-05 23:10:49.4279+00,f,Chevrolet,Matiz,473913,2881571,13901090,12,125,f,2
3304569,2023-02-05 20:24:17.390405+00,2023-02-05 20:24:17.390435+00,f,Chevrolet,Spark,1859315,2881467,,12,133,f,1
3305225,2023-02-06 03:30:08.206528+00,2023-02-06 03:30:08.206696+00,f,Chevrolet,Tracker,197330,2881922,,12,137,f,2
3304807,2023-02-06 01:40:13.263058+00,2023-02-06 01:40:13.263086+00,f,Chevrolet,Nexia 2,1859452,2881640,13901200,12,128,f,1
3305254,2023-02-06 03:33:08.557892+00,2023-02-06 03:33:08.557943+00,f,Chevrolet,Damas,1859655,2881942,,12,114,f,1
3304999,2023-02-06 02:50:05.981243+00,2023-02-06 02:50:05.981287+00,f,Chevrolet,Spark,1843375,2881762,,12,133,f,1
3614778,2023-02-28 06:16:45.171443+00,2023-03-20 14:44:30.755175+00,t,Chevrolet,Spark,1342850,2881281,,12,133,f,5
3304297,2023-02-05 18:55:30.844527+00,2023-02-17 16:35:39.128661+00,t,Chevrolet,Spark,1342850,2881281,,12,133,f,4
3304030,2023-02-05 18:03:34.184435+00,2023-02-05 18:03:34.184477+00,f,ВАЗ (Lada),2106,1859081,2881088,,80,485,f,1
3304843,2023-02-06 02:00:44.040225+00,2023-02-06 02:00:44.040267+00,f,Chevrolet,Cobalt,1859471,2881659,,12,111,f,1
3304335,2023-02-05 19:04:02.766191+00,2023-02-05 19:04:02.766222+00,f,Chevrolet,Damas,1859221,2881305,,12,114,f,1
4029092,2023-04-04 10:38:24.182399+00,2023-04-04 10:38:24.182461+00,f,Chevrolet,Nexia,2154534,2881251,19113886,12,127,f,1
3304258,2023-02-05 18:47:11.210939+00,2023-02-05 18:47:11.210975+00,f,Chevrolet,Nexia,1859182,2881251,,12,127,f,2
3303955,2023-02-05 17:49:59.036923+00,2023-02-05 17:49:59.036956+00,f,ВАЗ (Lada),2106,1857968,2881038,13899936,80,485,f,1
3305283,2023-02-06 03:38:03.555612+00,2023-02-06 03:38:03.555656+00,f,Chevrolet,Damas,1815178,2881976,,12,114,f,1
3305252,2023-02-06 03:32:38.948896+00,2023-02-06 03:32:38.948954+00,f,КамАЗ,NEO5490 024 4X2,953517,2881941,,124,,f,2
3305090,2023-02-06 03:08:27.95719+00,2023-02-06 03:08:27.957251+00,f,Chevrolet,Lacetti,1859575,2881819,,12,119,f,1
3570570,2023-02-24 10:02:12.712852+00,2023-02-24 10:02:12.712896+00,f,Chevrolet,Spark,144899,2881049,,12,133,f,2
3305067,2023-02-06 03:05:07.977025+00,2023-02-08 01:39:11.496757+00,t,Daewoo,Tico,1662282,2881805,,16,173,f,1
3316174,2023-02-06 19:06:00.113423+00,2023-02-06 19:06:00.113523+00,f,Chevrolet,Cobalt,1864936,2881165,,12,111,f,1
3304134,2023-02-05 18:24:40.850717+00,2023-02-05 18:24:40.850774+00,f,Chevrolet,Cobalt,1487930,2881165,,12,111,f,1
3304408,2023-02-05 19:22:59.692616+00,2023-02-05 19:22:59.692645+00,f,Chevrolet,Gentra,588498,2881351,,12,120,f,1
3508742,2023-02-19 08:33:18.992178+00,2023-02-19 08:33:18.99222+00,f,Chevrolet,Nexia 2,958076,2881221,,12,128,f,1
3304720,2023-02-05 23:22:37.474574+00,2023-02-09 07:07:36.002812+00,t,Chevrolet,Nexia 2,1859401,2881578,13901099,12,128,f,1
3304192,2023-02-05 18:34:11.484153+00,2023-02-05 18:34:11.484193+00,f,Chevrolet,Cobalt,528316,2881211,13900149,12,111,f,1
1093738,2022-06-16 17:40:43.116895+00,2022-06-16 17:40:43.11692+00,t,Chevrolet,Damas,562475,1254860,2671642,12,114,f,12
3305214,2023-02-06 03:28:20.938459+00,2023-02-06 03:28:20.9385+00,f,Chevrolet,Nexia 2,1854855,2881912,13901716,12,128,f,1
3304522,2023-02-05 19:59:14.918837+00,2023-02-05 19:59:14.918886+00,f,Chevrolet,Cobalt,391498,2881434,13900724,12,111,f,1
3303912,2023-02-05 17:43:24.458744+00,2023-02-05 17:43:24.458781+00,f,Chevrolet,Spark,1859010,2881014,,12,133,f,1
3304535,2023-02-05 20:06:47.32752+00,2023-02-05 20:06:47.32755+00,f,Chevrolet,Matiz,593215,2881450,,12,125,f,1
3445821,2023-02-14 06:40:55.860875+00,2023-02-14 06:40:55.860919+00,f,Chevrolet,Nexia 2,1859143,2881202,14493567,12,128,f,1
3743896,2023-03-11 08:24:18.203915+00,2023-03-11 08:24:18.203969+00,f,Isuzu,P/M,623437,2881293,,35,,f,8
3304313,2023-02-05 19:00:25.965654+00,2023-02-05 19:00:25.965693+00,f,Isuzu,Isuzu,1859202,2881293,13900356,35,,f,1
3305265,2023-02-06 03:34:44.709361+00,2023-02-06 03:34:44.709407+00,f,Chevrolet,Labo,1857890,2881951,13901747,12,118,f,1
3304864,2023-02-06 02:10:23.476932+00,2023-02-06 02:10:23.476984+00,f,Chevrolet,Nexia 2,1859466,2881675,15921061,12,128,f,2
3795697,2023-03-15 18:32:12.791075+00,2023-03-15 18:32:12.79112+00,f,Chevrolet,Gentra,1123894,2881330,18802751,12,120,f,1
3304371,2023-02-05 19:11:14.132767+00,2023-02-05 19:11:14.132812+00,f,Chevrolet,Gentra,620314,2881330,,12,120,f,1
3305108,2023-02-06 03:11:38.962083+00,2023-02-06 03:11:38.962129+00,f,Daewoo,Matiz (Standart),524414,2881829,,16,163,f,1
3304149,2023-02-05 18:26:58.275877+00,2023-02-05 18:26:58.275918+00,f,Chevrolet,Lacetti,1450819,2881175,,12,119,f,1
3305063,2023-02-06 03:04:16.217561+00,2023-02-06 03:04:16.217612+00,f,Chevrolet,Tracker,1849725,2881802,,12,137,f,1
3686086,2023-03-06 08:52:16.672931+00,2023-03-06 08:52:16.672984+00,f,Shacman,shacman sx528gyyhr434,1275929,2881612,,115,,f,2
3304764,2023-02-06 00:53:21.623247+00,2023-02-06 00:53:21.623284+00,f,Shacman,shakman,1833190,2881612,13901139,115,,f,1
3303971,2023-02-05 17:52:59.831535+00,2023-02-05 17:52:59.831572+00,f,ВАЗ (Lada),Priora,1856508,2881050,,80,496,f,1
3304868,2023-02-06 02:11:56.171771+00,2023-02-06 02:11:56.171808+00,f,Daewoo,Nexia 2,386452,2881678,,16,128,f,1
3304435,2023-02-05 19:29:45.096556+00,2023-02-05 19:29:45.096595+00,f,Chevrolet,Matiz,516534,2881374,14185959,12,125,f,1
3304491,2023-02-05 19:47:44.654783+00,2023-02-05 19:47:44.654811+00,f,Chevrolet,Matiz,1859283,2881411,13900693,12,125,f,1
3304451,2023-02-05 19:34:38.917654+00,2023-02-05 19:34:38.917682+00,f,Chevrolet,Spark,545162,2881380,,12,133,f,2
3304750,2023-02-06 00:37:48.938586+00,2023-02-06 00:37:48.938615+00,f,Chevrolet,Cobalt,1859427,2881605,,12,111,f,3
3305087,2023-02-06 03:07:48.653952+00,2023-02-11 12:42:17.616656+00,t,ВАЗ (Lada),2106,693834,2881817,,80,485,f,1
3304819,2023-02-06 01:46:54.476755+00,2023-02-06 01:46:54.47679+00,f,MAN,avtobus,1859458,2881645,,111,,f,1
3304266,2023-02-05 18:48:32.394863+00,2023-02-05 18:48:32.394895+00,f,Chevrolet,Cobalt,1858503,2881258,,12,111,f,2
3304913,2023-02-06 02:30:31.310191+00,2023-02-06 02:30:31.310245+00,f,Chevrolet,Cobalt,1859515,2881707,,12,111,f,3
3304388,2023-02-05 19:16:40.767362+00,2023-04-04 07:50:40.649995+00,t,Chevrolet,Nexia 2,1859239,2881341,,12,128,f,1
3725803,2023-03-09 16:38:15.76436+00,2023-03-09 16:38:15.764441+00,f,Chevrolet,Spark,1593782,2881161,,12,133,f,1
3304128,2023-02-05 18:23:32.104747+00,2023-02-05 18:26:34.54588+00,t,Chevrolet,Spark,1593782,2881161,,12,133,f,1
3304122,2023-02-05 18:22:20.127483+00,2023-02-05 18:22:20.127521+00,f,Chevrolet,Gentra,1859112,2881156,,12,120,f,3
3304446,2023-02-05 19:33:06.852991+00,2023-02-05 19:33:06.853026+00,f,Daewoo,Tico,1030326,2881377,,16,173,f,2
3304424,2023-02-05 19:28:04.767856+00,2023-02-05 19:28:04.767894+00,f,Chevrolet,Spark,1858130,2881367,13900621,12,133,f,4
3788487,2023-03-15 07:29:34.145254+00,2023-03-15 07:29:34.145311+00,f,Chevrolet,Orlando,2049029,2881893,,12,132,f,1
3305191,2023-02-06 03:24:45.244411+00,2023-02-06 03:24:45.244467+00,f,Chevrolet,Orlando,1608808,2881893,13901686,12,132,f,2
3304347,2023-02-05 19:06:26.357055+00,2023-02-05 19:06:26.357134+00,f,Chevrolet,Nexia 3,112668,2881313,,12,129,f,3
3979549,2023-03-31 10:07:48.035345+00,2023-03-31 10:07:48.035395+00,f,Chevrolet,Damas,1481963,2881299,18750017,12,114,f,1
3304784,2023-02-06 01:22:59.410077+00,2023-02-06 01:22:59.410115+00,f,Chevrolet,Matiz,194734,2881625,13901178,12,125,f,1
3304475,2023-02-05 19:43:20.759273+00,2023-02-05 19:43:20.759322+00,f,Xray,xray,1859274,2881382,,,,f,1
3304455,2023-02-05 19:35:48.425051+00,2023-02-05 19:35:48.42509+00,f,ВАЗ (Lada),XRAY,1262134,2881382,,80,511,f,2
3974418,2023-03-31 03:49:28.120177+00,2023-03-31 03:49:28.120211+00,f,Chevrolet,Cobalt,2130546,2881711,,12,111,f,1
3796319,2023-03-16 01:45:19.116842+00,2023-03-16 01:45:19.116915+00,f,Chevrolet,Cobalt,1588802,2881711,,12,111,f,2
3304922,2023-02-06 02:33:44.641335+00,2023-02-06 02:33:44.641381+00,f,Chevrolet,Cobalt,1063952,2881711,,12,111,f,1
3305060,2023-02-06 03:03:10.977682+00,2023-02-06 03:03:10.977749+00,f,Chevrolet,Cobalt,900617,2881799,13901524,12,111,f,1
3303932,2023-02-05 17:46:00.351841+00,2023-02-05 17:46:00.351906+00,f,ВАЗ (Lada),2106,1624452,2881025,,80,485,f,1
3304061,2023-02-05 18:09:55.720635+00,2023-02-05 18:09:55.720664+00,f,Daewoo,Tico,893168,2881107,,16,173,f,1
3304820,2023-02-06 01:47:09.986776+00,2023-02-06 01:47:09.986809+00,f,Chevrolet,Cobalt,1859456,2881646,,12,111,f,1
3437709,2023-02-13 12:20:53.032876+00,2023-03-23 10:33:14.279845+00,t,Chevrolet,Spark,336054,2881701,,12,133,f,1
3304905,2023-02-06 02:29:00.394749+00,2023-02-06 02:29:00.394807+00,f,Chevrolet,Spark,1859480,2881701,,12,133,f,1
3304617,2023-02-05 20:54:30.227516+00,2023-02-05 20:54:30.227543+00,f,Chevrolet,Spark,1859340,2881500,,12,133,f,1
3304202,2023-02-05 18:36:24.614535+00,2023-02-05 18:36:24.614587+00,f,Kia,Sorento,1853225,2881222,13913268,40,,f,1
3304106,2023-02-05 18:19:52.384043+00,2023-02-05 18:19:52.384093+00,f,Chevrolet,Matiz,66959,2881145,,12,125,f,2
3305034,2023-02-06 02:56:12.9238+00,2023-02-06 02:56:12.923845+00,f,Chevrolet,Cobalt,1859550,2881781,,12,111,f,1
3304586,2023-02-05 20:31:53.958404+00,2023-02-05 20:31:53.958431+00,f,Daewoo,Tico,1859050,2881481,14364007,16,173,f,1
3304125,2023-02-05 18:23:12.239823+00,2023-02-05 18:23:12.239853+00,f,Chevrolet,Cobalt,1859129,2881160,,12,111,f,2
3304017,2023-02-05 18:01:58.713761+00,2023-02-05 18:01:58.713802+00,f,Chevrolet,Labo,392093,2881076,13900010,12,118,f,3
3444226,2023-02-14 05:09:01.712853+00,2023-02-14 05:09:01.712906+00,f,Chevrolet,Spark,1901416,2881238,,12,133,f,1
3304232,2023-02-05 18:41:01.677997+00,2023-02-05 18:41:01.678052+00,f,Chevrolet,Spark,1859146,2881238,,12,133,f,1
3304354,2023-02-05 19:07:38.861109+00,2023-02-05 19:07:38.861137+00,f,Volkswagen,ID.4,313388,2881316,,75,465,f,1
3305140,2023-02-06 03:17:19.990991+00,2023-02-06 03:17:19.991039+00,f,Chevrolet,Lacetti,918236,2881856,,12,119,f,2
3328053,2023-02-07 06:12:44.168477+00,2023-02-07 06:12:44.168536+00,f,Chevrolet,Lacetti,1865667,2881223,,12,119,f,1
3304206,2023-02-05 18:36:49.695832+00,2023-02-05 18:36:49.695879+00,f,Chevrolet,Lacetti,1029103,2881223,,12,119,f,4
3304583,2023-02-05 20:30:17.991079+00,2023-02-05 20:30:17.991111+00,f,Chevrolet,Spark,60273,2881479,,12,133,f,1
3305263,2023-02-06 03:34:24.867386+00,2023-02-06 03:34:24.86744+00,f,Chevrolet,Cobalt,1858136,2881949,,12,111,f,1
3304052,2023-02-05 18:07:58.200731+00,2023-02-05 18:07:58.200773+00,f,ВАЗ (Lada),2104,1859095,2881101,,80,483,f,1
3304570,2023-02-05 20:24:38.718587+00,2023-02-05 20:24:38.718614+00,f,Chevrolet,Spark,660822,2881468,,12,133,f,1
3573330,2023-02-24 13:48:09.476398+00,2023-02-24 13:48:09.476457+00,f,Chevrolet,Nexia,1274621,2881356,15933145,12,127,f,1
3997870,2023-04-01 22:17:18.474288+00,2023-04-01 22:17:18.474324+00,f,Chevrolet,Nexia 2,230376,2881852,,12,128,f,1
3895476,2023-03-25 05:24:14.089185+00,2023-03-25 05:24:14.089228+00,f,Chevrolet,Nexia 2,351562,2881852,,12,128,f,2
3390780,2023-02-09 13:45:39.405101+00,2023-03-18 12:22:48.289292+00,f,Chevrolet,Nexia 2,1263973,2881852,14903428,12,128,f,1
3305135,2023-02-06 03:16:07.146225+00,2023-02-06 03:16:07.146268+00,f,Chevrolet,Nexia 2,1383243,2881852,,12,128,f,2
3708342,2023-03-08 07:52:31.719014+00,2023-03-08 07:52:31.719064+00,f,Chevrolet,Cobalt,2013613,2881403,,12,111,f,1
3708292,2023-03-08 07:48:07.287113+00,2023-03-08 07:48:07.287147+00,f,Chevrolet,Cobalt,1132087,2881403,,12,111,f,1
3304477,2023-02-05 19:43:29.99905+00,2023-02-05 19:43:29.999078+00,f,Chevrolet,Cobalt,1859278,2881403,,12,111,f,2
3304635,2023-02-05 21:07:13.936696+00,2023-02-05 21:07:13.936723+00,f,Chevrolet,Gentra,1859348,2881509,18771177,12,120,f,2
4013084,2023-04-03 07:23:00.108964+00,2023-04-03 07:23:00.108992+00,f,Chevrolet,Cobalt,1513034,2881348,18996393,12,111,f,1
3305038,2023-02-06 02:58:16.488566+00,2023-02-06 02:58:16.4886+00,f,Chevrolet,Cobalt,1859567,2881785,,12,111,f,2
3304574,2023-02-05 20:25:54.080304+00,2023-02-05 20:25:54.080332+00,f,Mercedes-Benz,300M,850644,2881471,,49,303,f,1
3305156,2023-02-06 03:19:38.695743+00,2023-02-06 03:19:38.695788+00,f,Chevrolet,Nexia 3,1591381,2881869,,12,129,f,1
3305048,2023-02-06 03:00:28.665874+00,2023-02-06 03:00:28.665928+00,f,lada,Самара (хэтчбек 2108),528275,2881792,,,487,f,2
3691326,2023-03-06 15:49:51.602366+00,2023-03-06 15:49:51.602444+00,f,ВАЗ (Lada),2111,941246,2881236,,80,494,f,1
3304229,2023-02-05 18:40:27.945961+00,2023-02-05 18:40:27.945999+00,f,ВАЗ (Lada),2101,980721,2881236,,80,480,f,1
3305286,2023-02-06 03:38:14.031936+00,2023-02-06 03:38:14.031979+00,f,Chevrolet,tracker 2,1227421,2881978,,12,,f,1
